title,authors,doi,year,source,url
Linked data platform for building cloud-based smart applications and connecting API access points with data discovery techniques,Ferguson H.,10.1109/BigData.2016.7840955,2016-01-01,Proceedings 2016 IEEE International Conference on Big Data Big Data 2016,https://api.elsevier.com/content/abstract/scopus_id/85015237745
A new framework for matching semantic web service descriptions based on OWL-S services,Kaewpruksapimon C.,,2016-01-01,International Journal of Advances in Soft Computing and Its Applications,https://api.elsevier.com/content/abstract/scopus_id/85010205156
Semantic web framework for hybrid cloud,Murad S.,10.15866/irecos.v11i7.9178,2016-01-01,International Review on Computers and Software,https://api.elsevier.com/content/abstract/scopus_id/84989345478
Semantic approach to automating management of big data privacy policies,Joshi K.P.,10.1109/BigData.2016.7840639,2016-01-01,Proceedings 2016 IEEE International Conference on Big Data Big Data 2016,https://api.elsevier.com/content/abstract/scopus_id/85015223441
Toward an architectural model for highly-dynamic multi-tenant multi-service cloud-oriented platforms,Titous A.,10.1007/978-3-319-33681-7_17,2016-01-01,Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering Lnicst,https://api.elsevier.com/content/abstract/scopus_id/84978196251
Cloud based processing services based on linked data,Grinias E.,10.1007/978-3-319-38901-1_7,2016-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/84969168092
A semantic framework for configurable business process as a service in the cloud,Yongsiriwit K.,10.1016/j.jnca.2015.07.007,2016-01-01,Journal of Network and Computer Applications,https://api.elsevier.com/content/abstract/scopus_id/84949627882
Fuzzy and semantic search over encrypted data in the cloud,Zhu X.,10.1007/978-3-319-49145-5_33,2016-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84995975312
Concept-based semantic search over encrypted cloud data,Boucenna F.,10.5220/0005858302350242,2016-01-01,Webist 2016 Proceedings of the 12th International Conference on Web Information Systems and Technologies,https://api.elsevier.com/content/abstract/scopus_id/84979780111
Risk identification method for cloud computing safety based on LSA-GCC and LSA-SAM,Lin F.,10.14257/ijgdc.2016.9.2.20,2016-01-01,International Journal of Grid and Distributed Computing,https://api.elsevier.com/content/abstract/scopus_id/85027013147
A task orientated requirements ontology for cloud computing services,Greenwell R.,10.5220/0005752301210128,2016-01-01,Closer 2016 Proceedings of the 6th International Conference on Cloud Computing and Services Science,https://api.elsevier.com/content/abstract/scopus_id/84979743451
Detecting cloud (Anti)patterns: OCCI perspective,Brabra H.,10.1007/978-3-319-46295-0_13,2016-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84989328822
Cost estimation for the provisioning of computing resources to execute bag-of-tasks applications in the Amazon cloud,Álvarez P.,10.1007/978-3-319-43177-2_5,2016-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84978971218
DSaaS: A cloud service for persistent data structures,Le Roux P.B.,10.5220/0005763600370048,2016-01-01,Closer 2016 Proceedings of the 6th International Conference on Cloud Computing and Services Science,https://api.elsevier.com/content/abstract/scopus_id/84979789843
Search over encrypted data,Vaidya S.A.,10.1109/INVENTIVE.2016.7830194,2016-01-01,Proceedings of the International Conference on Inventive Computation Technologies Icict 2016,https://api.elsevier.com/content/abstract/scopus_id/85022340340
An ontology regulating privacy oriented access controls,Belaazi M.,10.1007/978-3-319-31811-0_2,2016-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84964475878
"Intelligent organisation of semantic networks, DIME network architecture and grid automata",Burgin M.,10.1504/IJES.2016.077796,2016-01-01,International Journal of Embedded Systems,https://api.elsevier.com/content/abstract/scopus_id/84979696711
A Hyperconnected Manufacturing Collaboration System Using the Semantic Web and Hadoop Ecosystem System,Lin H.K.,10.1016/j.procir.2016.07.075,2016-01-01,Procedia CIRP,https://api.elsevier.com/content/abstract/scopus_id/84992618562
Validating policies for dynamic and heterogeneous cloud environments,Veloudis S.,10.1007/978-3-319-45390-3_43,2016-01-01,IFIP Advances in Information and Communication Technology,https://api.elsevier.com/content/abstract/scopus_id/84989839797
Preserving the digital heritage of public institutions in Ghana in the wake of electronic government,Adu K.K.,10.1108/LHT-07-2016-0077,2016-01-01,Library Hi Tech,https://api.elsevier.com/content/abstract/scopus_id/85002838917
A novel approach of botnet feature analysis,Chen S.L.,10.1201/b21811-204,2016-01-01,Applied System Innovation Proceedings of the International Conference on Applied System Innovation Icasi 2015,https://api.elsevier.com/content/abstract/scopus_id/85016787235
Knowledge co-creation framework: Novel transfer learning method in heterogeneous multi-agent systems,Kono H.,10.1007/978-4-431-55879-8_27,2016-01-01,Springer Tracts in Advanced Robotics,https://api.elsevier.com/content/abstract/scopus_id/84956651528
Cloud services composition through semantically described patterns: A case study,Di Martino B.,10.1007/978-3-319-33313-7_31,2016-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/84966473785
Enhancing an IaaS ontology clustering scheme for resiliency support in hybrid cloud,Uchibayashi T.,10.1007/978-3-319-42089-9_16,2016-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84978271183
A hybrid cloud-P2P architecture for multimedia information retrieval on VoD services,Rocha V.,10.1007/s00607-014-0428-3,2016-01-01,Computing,https://api.elsevier.com/content/abstract/scopus_id/84953360913
A framework for ontology based management of neural network as a service,Schikuta E.,10.1007/978-3-319-46681-1_29,2016-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84992750978
Shanoir: Applying the software as a service distribution model to manage brain imaging research repositories,Barillot C.,10.3389/fict.2016.00025,2016-01-01,Frontiers in ICT,https://api.elsevier.com/content/abstract/scopus_id/85053244762
A multi-agent protocol for service level agreement negotiation in cloud federations,Messina F.,10.1504/IJGUC.2016.077488,2016-01-01,International Journal of Grid and Utility Computing,https://api.elsevier.com/content/abstract/scopus_id/84979034866
A novel approach for web service annotation verification and service parameters validation using ontology,Shridevi S.,10.1007/978-3-319-30348-2_35,2016-01-01,Smart Innovation Systems and Technologies,https://api.elsevier.com/content/abstract/scopus_id/84959271493
Semantic enhanced cloud environment for surveillance data management using video structural description,Xu Z.,10.1007/s00607-014-0408-7,2016-01-01,Computing,https://api.elsevier.com/content/abstract/scopus_id/84953349079
Ontology centric access control mechanism for enabling data protection in cloud,Auxilia M.,10.17485/ijst/2016/v9i23/95148,2016-01-01,Indian Journal of Science and Technology,https://api.elsevier.com/content/abstract/scopus_id/84979759188
Context-aware security models for PaaS-enabled access control,Veloudis S.,10.5220/0005918602020212,2016-01-01,Closer 2016 Proceedings of the 6th International Conference on Cloud Computing and Services Science,https://api.elsevier.com/content/abstract/scopus_id/84979536788
Towards combined functional and non-functional semantic service discovery,Kritikos K.,10.1007/978-3-319-44482-6_7,2016-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84984855485
Foundation ontology for distributed manufacturing process planning,Sarkar A.,10.1115/DETC2016-60159,2016-01-01,Proceedings of the ASME Design Engineering Technical Conference,https://api.elsevier.com/content/abstract/scopus_id/85007578511
Methodology for detection of cloud Interoperability problems,Andročec D.,,2016-01-01,International Journal of Electrical and Computer Engineering Systems,https://api.elsevier.com/content/abstract/scopus_id/85024389276
Subsumption reasoning for QoS-based service matchmaking,Kritikos K.,10.1007/978-3-319-44482-6_6,2016-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84984797306
Study of Smart Transportation Data Center Virtualization Based on VMware vSphere and Parallel Continuous Query Algorithm over Massive Data Streams,Jia C.,10.1016/j.proeng.2016.01.309,2016-01-01,Procedia Engineering,https://api.elsevier.com/content/abstract/scopus_id/84976353305
Ontology-based saas catalogue for cloud services publication and discovery,Afify Y.M.,10.3923/ajit.2016.4900.4915,2016-01-01,Asian Journal of Information Technology,https://api.elsevier.com/content/abstract/scopus_id/85010993685
"An approach to unified cloud service access, manipulation and dynamic orchestration via semantic cloud service operation specification framework",Fang D.,10.1186/s13677-015-0039-3,2015-12-24,Journal of Cloud Computing,https://api.elsevier.com/content/abstract/scopus_id/85006208432
"Integration of grid, cluster and cloud resources to semantically annotate a large-sized repository of learning objects",Fabra J.,10.1002/CPE.3427,2015-12-10,Concurrency and Computation Practice and Experience,https://api.elsevier.com/content/abstract/scopus_id/85138225973
Design of a Golf Swing Injury Detection and Evaluation open service platform with Ontology-oriented clustering case-based reasoning mechanism,Ku H.H.,10.3233/THC-151083,2015-12-08,Technology and Health Care,https://api.elsevier.com/content/abstract/scopus_id/84951813533
Dynamic access control model for privacy preserving personalized healthcare in cloud environment,Son J.,10.3233/THC-151059,2015-12-08,Technology and Health Care,https://api.elsevier.com/content/abstract/scopus_id/84951766885
Ontology in cloud computing: A survey,Geetha N.,,2015-12-01,International Journal of Applied Engineering Research,https://api.elsevier.com/content/abstract/scopus_id/84951874632
Mapping a decade of linked data progress through co-word analysis,Niknia M.,,2015-12-01,Webology,https://api.elsevier.com/content/abstract/scopus_id/84962690779
Cloud based comprehensive architecture (CBCA) for QoS aware semantic web service discovery in emergency management system,Uma Maheswari J.,,2015-12-01,International Journal of Applied Engineering Research,https://api.elsevier.com/content/abstract/scopus_id/84951875236
A note on an architecture for integrating cloud computing and enterprise systems using REA,Geerts G.L.,10.1016/j.accinf.2015.11.001,2015-12-01,International Journal of Accounting Information Systems,https://api.elsevier.com/content/abstract/scopus_id/84949223365
A geospatial information grid framework for geological survey,Wu L.,10.1371/journal.pone.0145312,2015-12-01,Plos One,https://api.elsevier.com/content/abstract/scopus_id/84957580506
An ontology-based guidance for privacy enforcement in a multi-authority cloud environment,Belaazi M.,10.1109/CloudTech.2015.7337015,2015-11-24,Proceedings of 2015 International Conference on Cloud Computing Technologies and Applications Cloudtech 2015,https://api.elsevier.com/content/abstract/scopus_id/84962891414
Electronic health record error prevention approach using ontology in big data,Gai K.,10.1109/HPCC-CSS-ICESS.2015.168,2015-11-23,Proceedings 2015 IEEE 17th International Conference on High Performance Computing and Communications 2015 IEEE 7th International Symposium on Cyberspace Safety and Security and 2015 IEEE 12th International Conference on Embedded Software and Systems Hpcc Css Icess 2015,https://api.elsevier.com/content/abstract/scopus_id/84961763233
An architecture for semantic service discovery and realizability in cloud computing,Barati M.,10.1109/NOF.2015.7333293,2015-11-20,2015 International Conference on the Network of the Future Nof 2015,https://api.elsevier.com/content/abstract/scopus_id/84961910604
Ontology-Based Automatic Cloud Service Categorization for Enhancing Cloud Service Discovery,Alfazi A.,10.1109/EDOC.2015.30,2015-11-05,Proceedings IEEE International Enterprise Distributed Object Computing Workshop Edocw,https://api.elsevier.com/content/abstract/scopus_id/84960862824
SPORANGIUM-validating the concept of sporadic social networks in pervasive applications,Ordonez-Morales E.F.,10.1109/EUROCON.2015.7313706,2015-10-30,Proceedings Eurocon 2015,https://api.elsevier.com/content/abstract/scopus_id/84961684190
Building XML Data Warehouse with Data Reconstruction by Knowledge Graph,Jiang Y.,10.1109/BDCloud.2015.48,2015-10-27,Proceedings 2015 IEEE 5th International Conference on Big Data and Cloud Computing Bdcloud 2015,https://api.elsevier.com/content/abstract/scopus_id/84962731357
Study on machining service modes and resource selection strategies in cloud manufacturing,Cao Y.,10.1007/s00170-015-7222-z,2015-10-26,International Journal of Advanced Manufacturing Technology,https://api.elsevier.com/content/abstract/scopus_id/84942371176
Hybrid service matchmaking in ambient assisted living environments based on context-aware service modeling,Urbieta A.,10.1007/s10586-015-0469-1,2015-09-30,Cluster Computing,https://api.elsevier.com/content/abstract/scopus_id/84942552094
Semantic resource classification using statistical analysis for application characteristics in intercloud environment,Ahn Y.,10.1109/APNOMS.2015.7275391,2015-09-24,17th Asia Pacific Network Operations and Management Symposium Managing A Very Connected World Apnoms 2015,https://api.elsevier.com/content/abstract/scopus_id/84957571582
The study on associated knowledge flow using OWL based mechnism,Xu Z.,10.1109/ICCI-CC.2015.7259398,2015-09-11,Proceedings of 2015 IEEE 14th International Conference on Cognitive Informatics and Cognitive Computing Icci Cc 2015,https://api.elsevier.com/content/abstract/scopus_id/84960936242
A semantic-based federated cloud system for emergency response,Manno G.,10.1002/cpe.3293,2015-09-10,Concurrency and Computation Practice and Experience,https://api.elsevier.com/content/abstract/scopus_id/84939493455
Underpinning a cloud brokerage service framework for quality assurance and optimisation: A case study,Veloudis S.,10.1145/2801081.2801105,2015-09-02,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/84958684911
Semantic description of cloud service agreements,Greenwell R.,10.1109/SAI.2015.7237239,2015-09-02,Proceedings of the 2015 Science and Information Conference Sai 2015,https://api.elsevier.com/content/abstract/scopus_id/84957824821
Intercloud Trust and Security Decision Support System: an Ontology-based Approach,Bernabe J.B.,10.1007/s10723-015-9346-7,2015-09-01,Journal of Grid Computing,https://api.elsevier.com/content/abstract/scopus_id/84949320205
Mega miner: A tool for lead identification through text mining using chemoinformatics tools and cloud computing environment,Karthikeyan M.,10.2174/1386207318666150703113525,2015-09-01,Combinatorial Chemistry and High Throughput Screening,https://api.elsevier.com/content/abstract/scopus_id/84942121292
Dynamic Access Control Model for Cloud Computing,Auxilia M.,10.1109/ICoAC.2014.7229744,2015-08-28,6th International Conference on Advanced Computing Icoac 2014,https://api.elsevier.com/content/abstract/scopus_id/84954175777
Emphasis on rough Set theory for image retrieval,Khodaskar A.A.,10.1109/ICCCI.2015.7218059,2015-08-21,2015 International Conference on Computer Communication and Informatics Iccci 2015,https://api.elsevier.com/content/abstract/scopus_id/84953774793
Cloud Query Manager: Using Semantic Web Concepts to Avoid IaaS Cloud Lock-In,Souza A.,10.1109/CLOUD.2015.98,2015-08-19,Proceedings 2015 IEEE 8th International Conference on Cloud Computing Cloud 2015,https://api.elsevier.com/content/abstract/scopus_id/84960153636
A Cloud-Based Platform for Supporting Research Collaboration,McGregor A.,10.1109/CLOUD.2015.162,2015-08-19,Proceedings 2015 IEEE 8th International Conference on Cloud Computing Cloud 2015,https://api.elsevier.com/content/abstract/scopus_id/84960158062
A Semantic Approach to Cloud Security and Compliance,Hendre A.,10.1109/CLOUD.2015.157,2015-08-19,Proceedings 2015 IEEE 8th International Conference on Cloud Computing Cloud 2015,https://api.elsevier.com/content/abstract/scopus_id/84960192744
Service-centric Business Model in Cloud Environment,Li T.,10.1109/SCC.2015.78,2015-08-17,Proceedings 2015 IEEE International Conference on Services Computing Scc 2015,https://api.elsevier.com/content/abstract/scopus_id/84953391919
Semantic Process Fragments Matching to Assist the Development of Process Variants,Yongsiriwit K.,10.1109/SCC.2015.101,2015-08-17,Proceedings 2015 IEEE International Conference on Services Computing Scc 2015,https://api.elsevier.com/content/abstract/scopus_id/84953398261
A Reference Architecture for a Cloud-Based Tools as a Service Workspace,Chauhan M.A.,10.1109/SCC.2015.71,2015-08-17,Proceedings 2015 IEEE International Conference on Services Computing Scc 2015,https://api.elsevier.com/content/abstract/scopus_id/84953455734
Software defined Bearer Intercloud networks semantic-based network exchange for the IEEE P2302 Intercloud approach,Vij D.,10.1109/ECTICon.2015.7207136,2015-08-17,Ecti Con 2015 2015 12th International Conference on Electrical Engineering Electronics Computer Telecommunications and Information Technology,https://api.elsevier.com/content/abstract/scopus_id/84956990065
An integrated personalization framework for SaaS-based cloud services,Fan H.,10.1016/j.future.2015.05.011,2015-08-14,Future Generation Computer Systems,https://api.elsevier.com/content/abstract/scopus_id/84939265881
RDF partitioning for scalable SPARQL query processing,Wang X.,10.1007/s11704-015-4104-3,2015-08-13,Frontiers of Computer Science,https://api.elsevier.com/content/abstract/scopus_id/84946488686
Linked USDL Agreement: Effectively Sharing Semantic Service Level Agreements on the Web,Garcia J.M.,10.1109/ICWS.2015.28,2015-08-13,Proceedings 2015 IEEE International Conference on Web Services Icws 2015,https://api.elsevier.com/content/abstract/scopus_id/84956658737
Contrology - An ontology-based cloud assurance approach,Koinig U.,10.1109/WETICE.2015.43,2015-08-12,Proceedings 2015 IEEE 24th International Conference on Enabling Technologies Infrastructures for Collaborative Enterprises Wetice 2015,https://api.elsevier.com/content/abstract/scopus_id/84943754374
Exploiting Semantics and Patterns for Verification of Orchestrated Cloud Services,Moscato F.,10.1109/CISIS.2015.26,2015-08-10,Proceedings 2015 9th International Conference on Complex Intelligent and Software Intensive Systems Cisis 2015,https://api.elsevier.com/content/abstract/scopus_id/84959483143
Correlation search of web services,Xie F.,10.1109/APSCC.2014.23,2015-08-03,Proceedings 2014 Asia Pacific Services Computing Conference Apscc 2014,https://api.elsevier.com/content/abstract/scopus_id/84954410379
A Collaborative Approach for Minimal-Cost Monitor Deployment in Cloud Environment,Tung Y.H.,10.1142/S0218194015500126,2015-08-01,International Journal of Software Engineering and Knowledge Engineering,https://api.elsevier.com/content/abstract/scopus_id/84945975960
A Scientific Software Product Line for the Bioinformatics domain,Costa G.C.B.,10.1016/j.jbi.2015.05.014,2015-08-01,Journal of Biomedical Informatics,https://api.elsevier.com/content/abstract/scopus_id/84938568062
"Modeling, conflict detection, and verification of a new virtualization role-based access control framework",Luo Y.,10.1002/sec.1025,2015-07-10,Security and Communication Networks,https://api.elsevier.com/content/abstract/scopus_id/84929573192
Lifecycle Business Process Compliance Management: A Semantically-Enabled Framework,Elgammal A.,10.1109/CLOUDCOMP.2015.7149646,2015-07-02,2015 International Conference on Cloud Computing Iccc 2015,https://api.elsevier.com/content/abstract/scopus_id/84941037533
An effective search of cloud data using abc based cryptography and multiple keyword semantics,Senthil Kumari P.,,2015-07-01,International Journal of Innovative Computing Information and Control,https://api.elsevier.com/content/abstract/scopus_id/84937127598
Heterogeneous cloud systems monitoring using semantic and linked data technologies,Portosa A.,10.1109/INM.2015.7140328,2015-06-29,Proceedings of the 2015 IFIP IEEE International Symposium on Integrated Network Management IM 2015,https://api.elsevier.com/content/abstract/scopus_id/84942626454
Ontology integration for advanced manufacturing collaboration in cloud platforms,Ramisetty S.,10.1109/INM.2015.7140329,2015-06-29,Proceedings of the 2015 IFIP IEEE International Symposium on Integrated Network Management IM 2015,https://api.elsevier.com/content/abstract/scopus_id/84942570754
Semantic client-side approach for web personalization of SaaS-based cloud services,Fan H.,10.1002/cpe.3418,2015-06-10,Concurrency and Computation Practice and Experience,https://api.elsevier.com/content/abstract/scopus_id/84928118986
Ontology as a Service (OaaS): Extending sub-ontologies onthecloud,Flahive A.,10.1002/cpe.3404,2015-06-10,Concurrency and Computation Practice and Experience,https://api.elsevier.com/content/abstract/scopus_id/84928210551
Autonomous Decentralized Semantic Based URL Filtering System for Low Latency,Takahashi H.,10.1109/ISADS.2015.35,2015-04-29,Proceedings 2015 IEEE 12th International Symposium on Autonomous Decentralized Systems Isads 2015,https://api.elsevier.com/content/abstract/scopus_id/84937208392
A novel semantic cloud computing interoperability model for platform as a service system,Srinivasulu S.,10.15866/irecos.v10i4.5669,2015-04-01,International Review on Computers and Software,https://api.elsevier.com/content/abstract/scopus_id/84937864134
Open flow virtual appliance: An efficient security interface for cloud forensic spyware robot,Achumba I.E.,10.4018/IJDCF.2015040103,2015-04-01,International Journal of Digital Crime and Forensics,https://api.elsevier.com/content/abstract/scopus_id/84937437091
"Big data: Challenges, opportunities and cloud based solutions",Bagheri H.,10.11591/ijece.v5i2.pp340-343,2015-04-01,International Journal of Electrical and Computer Engineering,https://api.elsevier.com/content/abstract/scopus_id/84928107851
"Data barns, ambient intelligence and cloud computing: the tacit epistemology and linguistic representation of Big Data",Portmess L.,10.1007/s10676-014-9357-2,2015-03-01,Ethics and Information Technology,https://api.elsevier.com/content/abstract/scopus_id/84925483326
Matching the business perspectives of providers and customers in future cloud markets,Di Modica G.,10.1007/s10586-014-0364-1,2015-03-01,Cluster Computing,https://api.elsevier.com/content/abstract/scopus_id/84924222177
E-maintenance ontology-based approach for heterogeneous distributed robotic production capabilities,Chioreanu A.,10.1080/0951192X.2014.880802,2015-02-13,International Journal of Computer Integrated Manufacturing,https://api.elsevier.com/content/abstract/scopus_id/84909642328
Ontology driven reputation model for the cloud,Hamadache K.,10.1109/CloudCom.2014.156,2015-02-09,Proceedings of the International Conference on Cloud Computing Technology and Science Cloudcom,https://api.elsevier.com/content/abstract/scopus_id/84937933950
Underpinning a cloud brokerage service framework for quality assurance and optimization,Veloudis S.,10.1109/CloudCom.2014.146,2015-02-09,Proceedings of the International Conference on Cloud Computing Technology and Science Cloudcom,https://api.elsevier.com/content/abstract/scopus_id/84937948670
SAaaS: A cloud computing service model using semantic-based agent,Hsu I.C.,10.1111/exsy.12063,2015-02-01,Expert Systems,https://api.elsevier.com/content/abstract/scopus_id/84923043426
Design and application of augmented reality query-answering system in mobile phone information navigation,Lin H.F.,10.1016/j.eswa.2014.07.050,2015-02-01,Expert Systems with Applications,https://api.elsevier.com/content/abstract/scopus_id/84907481787
e 3 service: A Critical Reflection and Future Research,Razo-Zapata I.,10.1007/s12599-014-0360-2,2015-02-01,Business and Information Systems Engineering,https://api.elsevier.com/content/abstract/scopus_id/84958749380
Increasing the availability of cloud resources using broker with semantic technology,Amshavalli R.S.,10.1109/ICACCCT.2014.7019373,2015-01-23,Proceedings of 2014 IEEE International Conference on Advanced Communication Control and Computing Technologies Icaccct 2014,https://api.elsevier.com/content/abstract/scopus_id/84923314110
A comparative study of Cloud Security Ontologies,Singh V.,10.1109/ICRITO.2014.7014763,2015-01-19,Proceedings 2014 3rd International Conference on Reliability Infocom Technologies and Optimization Trends and Future Directions Icrito 2014,https://api.elsevier.com/content/abstract/scopus_id/84923090708
RDF in the clouds: a survey,Kaoudi Z.,10.1007/s00778-014-0364-z,2015-01-17,VLDB Journal,https://api.elsevier.com/content/abstract/scopus_id/84927136708
Cloud based semantic middleware for data storage on peer to peer network,Khizar J.,10.1109/ICSAI.2014.7009303,2015-01-13,2014 2nd International Conference on Systems and Informatics Icsai 2014,https://api.elsevier.com/content/abstract/scopus_id/84922572975
Research of information retrieval in the cloud computing environment,Zhen-Zhong M.,10.1109/ICICTA.2014.121,2015-01-06,Proceedings 7th International Conference on Intelligent Computation Technology and Automation Icicta 2014,https://api.elsevier.com/content/abstract/scopus_id/84921813309
Low-cost open data as-a-service in the cloud,Dimitrov M.,,2015-01-01,Ceur Workshop Proceedings,https://api.elsevier.com/content/abstract/scopus_id/84930689323
Mobile co-authoring of linked data in the cloud,Mechaoui M.D.,10.1007/978-3-319-23201-0_38,2015-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/84946058484
Towards a Classification of Multiple-Cloud Computing Concepts and Terms,Alqahtani H.S.,10.1007/978-3-319-14886-1_25,2015-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/84924175634
Cloud ontology semantically improves cloud computing services,Deng L.G.,,2015-01-01,Proceedings of the International Conference on Management Information and Educational Engineering Miee 2014,https://api.elsevier.com/content/abstract/scopus_id/84957367060
Automating cloud Service Level Agreements using semantic technologies,Joshi K.P.,10.1109/IC2E.2015.63,2015-01-01,Proceedings 2015 IEEE International Conference on Cloud Engineering Ic2e 2015,https://api.elsevier.com/content/abstract/scopus_id/84944345423
"Pervasive knowledge, social networks, and cloud computing: E-learning 2.0",Anshari M.,10.12973/eurasia.2015.1360a,2015-01-01,Eurasia Journal of Mathematics Science and Technology Education,https://api.elsevier.com/content/abstract/scopus_id/84948757263
Structural properties of linked RDF documents,Ge W.,10.1007/978-3-319-28430-9_21,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84955250677
Integrating learning services in the cloud: An approach that benefits both systems and learning,Gutiérrez-Carreón G.,,2015-01-01,Educational Technology and Society,https://api.elsevier.com/content/abstract/scopus_id/84936760371
Emerging pragmatic patterns in large-scale RDF data,Ge W.,10.1007/978-3-319-28430-9_19,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84955244627
Cloud application platform as a service in educational environments,Garay J.,10.2174/1872212109666150223200216,2015-01-01,Recent Patents on Engineering,https://api.elsevier.com/content/abstract/scopus_id/84928945116
DisGeNET: A discovery platform for the dynamical exploration of human diseases and their genes,Piñero J.,10.1093/database/bav028,2015-01-01,Database,https://api.elsevier.com/content/abstract/scopus_id/84939221315
Using cognitive ubiquitous robots for assisting dependent people in smart spaces,Chibani A.,10.1007/978-3-319-12922-8_11,2015-01-01,Springer Tracts in Advanced Robotics,https://api.elsevier.com/content/abstract/scopus_id/84926051773
OCCIware - A formal and tooled framework for managing everything as a service,Parpaillon J.,,2015-01-01,Ceur Workshop Proceedings,https://api.elsevier.com/content/abstract/scopus_id/84938586934
Research on semantic web service composition based on binary tree,Mao S.,10.14257/ijgdc.2015.8.2.13,2015-01-01,International Journal of Grid and Distributed Computing,https://api.elsevier.com/content/abstract/scopus_id/84996468439
SemNaaS: Add semantic dimension to the network as a service,Morsey M.,10.1007/978-3-319-25639-9_21,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84952657180
Key requirements for predictive analytical IT service management: Architectural key characteristics for a cloud based realization,Schwarz C.,10.5220/0005490502970303,2015-01-01,Closer 2015 5th International Conference on Cloud Computing and Services Science Proceedings,https://api.elsevier.com/content/abstract/scopus_id/84969754423
Semantic generation of clouds privacy policies,Rahmouni H.,10.1007/978-3-319-25414-2_2,2015-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/84955312505
Towards an ontology-based Intercloud resource catalogue: The IEEE P2302 Intercloud approach for a Semantic resource exchange,Di Martino B.,10.1109/IC2E.2015.76,2015-01-01,Proceedings 2015 IEEE International Conference on Cloud Engineering Ic2e 2015,https://api.elsevier.com/content/abstract/scopus_id/84944317306
Ontology-based scientific service instant response system design,Wang X.,10.3923/jse.2015.574.585,2015-01-01,Journal of Software Engineering,https://api.elsevier.com/content/abstract/scopus_id/84924590741
"Using cloud-based applications for education, a technical interoperability exploration for online document editors",Rizzardini R.H.,10.1007/978-3-319-22629-3_18,2015-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/84950128910
Entity resolution using cloud computing,James A.,10.1117/12.2184178,2015-01-01,Proceedings of SPIE the International Society for Optical Engineering,https://api.elsevier.com/content/abstract/scopus_id/84954038705
A taxonomic view of cloud computing services,Fortiş T.F.,10.1504/IJCSE.2015.071360,2015-01-01,International Journal of Computational Science and Engineering,https://api.elsevier.com/content/abstract/scopus_id/84940558798
Toward an ontology-based architecture for cloud manufacturing,Talhi A.,10.1007/978-3-319-15159-5_18,2015-01-01,Studies in Computational Intelligence,https://api.elsevier.com/content/abstract/scopus_id/84923166083
Strategic learning meta-model (Slm): Architecture of the personalized virtual learning environment (pvle) based on the cloud computing,Silva-López R.B.,10.1007/978-3-319-27101-9_13,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84952646466
SLA ontology-based elasticity in cloud computing,Labidi T.,10.1007/978-3-319-23201-0_17,2015-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/84946065528
